,learning_rates,class_weights,covid_percent, scheduler
1,0.00011805,"[1, 4.098138055625562, 3.0387275841301298]",0.18727902426596815,fifo
2,0.00013054,"[1, 1.3874466791291131, 6.150796499008652]",0.28925023341938955,hpb
3,0.00024449923027422424,"[1, 9.959920224134772, 9.499608701505688]",0.346145,ahb
4,0.000601201,"[1, 5.031173826444913, 3.4151450408629738]",0.08057063567583965,pbt
